I,V,P,Q,T,Hydrogen,Oxygen,RH anode,Rh Cathode
63.52445971,411.1341859,26.11707703,5.792909161,32.6740137,0.003331406,0.018471683,1.005081272,0.999995537
64.63449471,410.6809989,26.54415885,5.924133863,32.85400571,0.003368577,0.018986854,1.005056419,1.000039795
65.27281604,410.4233388,26.78948709,5.999761116,32.95918356,0.003389154,0.019276286,1.005044834,1.000055829
65.50319089,410.3302114,26.87793816,6.027347564,33.03819095,0.00340328,0.019486284,1.005028669,1.000055104
65.70008508,410.2518463,26.95358121,6.050844927,33.11752408,0.003416411,0.019689356,1.005014053,1.000049616
65.89688837,410.1745151,27.02922423,6.074227429,33.1971278,0.003428923,0.019885272,1.005004094,1.000043791
66.25113018,410.0366565,27.16539191,6.116214477,33.34104775,0.003450259,0.020221097,1.004987967,1.000033772
67.02988915,409.7394894,27.46479255,6.208238891,33.69881215,0.003496514,0.02096626,1.004944193,1.000003806
66.96445732,409.767603,27.43986516,6.200382283,33.75200129,0.003502039,0.021065314,1.004932046,0.99999869
66.89687119,409.7974113,27.41416464,6.192165876,33.80674729,0.003507149,0.02116312,1.0049203,0.999997171
66.8285645,409.8280747,27.38822193,6.183792278,33.86189712,0.003511948,0.021257312,1.004912111,0.999999664
66.62896266,409.919137,27.31248687,6.159157639,34.02221225,0.003524458,0.021508084,1.004892431,1.000026681
66.49397018,409.9818196,27.26131889,6.142383868,34.12993723,0.003531643,0.02165794,1.004879989,1.000039884
66.12575659,410.1555427,27.12184558,6.096446384,34.4210208,0.003546897,0.021999339,1.004842696,1.000043319
65.78139747,410.3215659,26.99152602,6.053278124,34.68955203,0.003556073,0.022238753,1.004807291,1.000028726
65.4699104,410.4741084,26.87370309,6.014147467,34.92937966,0.003561089,0.022400105,1.004775339,1.000014576
65.29395751,410.5648,26.80740061,5.991715103,35.09489318,0.003563284,0.022486991,1.004753909,1.000004006
65.28118533,410.5791176,26.80309147,5.98942688,35.17014909,0.003564244,0.022521438,1.004745921,0.999997643
65.26228087,410.5999077,26.7966865,5.986105841,35.28169113,0.003565627,0.022568816,1.004732043,0.999998457
65.24041669,410.6237048,26.7892616,5.98231382,35.4105381,0.003567006,0.022618476,1.004714043,1.000011106
65.21353189,410.6528403,26.78012209,5.977687201,35.56847937,0.003568387,0.022672614,1.004691911,1.000023601
65.14977463,410.7215246,26.75841476,5.966836528,35.94074237,0.003570638,0.022775739,1.004639857,1.000027659
65.09459892,410.780298,26.73957874,5.957588882,36.26053948,0.003571608,0.022840008,1.004594294,1.000015834
65.06456484,410.8120063,26.72930442,5.952606957,36.43373288,0.003571832,0.022866852,1.004569237,1.000004611
65.05342444,410.8237205,26.72548986,5.950767333,36.49781418,0.003571872,0.022875584,1.004559907,0.999999725
64.97546186,410.9051891,26.69875444,5.937989611,36.94367168,0.00357168,0.022922561,1.004494227,0.999999555
64.8550107,411.0294523,26.65731953,5.918529487,37.62357258,0.003570191,0.022957029,1.004391313,1.000041029
65.11350196,410.9370585,26.75755096,5.947992,37.74334845,0.003571148,0.022963737,1.004380469,1.000043157
65.4282016,410.8200657,26.87921808,5.984325367,37.8634332,0.003573158,0.022978249,1.00436544,1.000039923
65.74327703,410.7018454,27.0008852,6.020907696,37.98394563,0.003575768,0.023001225,1.00434617,1.000034595
66.20317064,410.5286448,27.17829792,6.074522952,38.16051511,0.003580449,0.02304865,1.00431872,1.000025097
66.96139848,410.242648,27.47042142,6.163358235,38.45349264,0.00359015,0.023157347,1.004274716,0.999999241
68.23104472,409.7652689,27.95871239,6.313063839,38.94962281,0.003610474,0.023405481,1.00420034,0.999999202
69.71182031,409.2139596,28.52705002,6.48884501,39.537361,0.003638655,0.023772538,1.004160099,1.000039769
69.91124267,409.1476068,28.60401763,6.512197793,39.71011693,0.00364628,0.023887107,1.00414153,1.000045302
69.61537788,409.2778838,28.49203454,6.475759617,39.84554405,0.00364952,0.023965409,1.004105833,1.000044067
69.39794109,409.3761982,28.40986529,6.448733726,39.94426842,0.003650956,0.024012743,1.004089463,1.000040138
69.18033169,409.4761524,28.32769604,6.42154772,40.04234026,0.003651982,0.024051149,1.00407693,1.000036142
68.83733507,409.6350237,28.19818338,6.37864112,40.19556527,0.003652696,0.024095348,1.004054095,1.000030982
68.07150573,409.9916297,27.90874757,6.283111811,40.53197574,0.003650256,0.024133863,1.003999605,1.000021732
67.12558027,410.4366658,27.55079936,6.165490155,40.93646906,0.00364133,0.024086711,1.003933308,1.000012651
66.61758085,410.6772406,27.35832428,6.102543216,41.1486868,0.00363438,0.024024792,1.003898174,1.000009189
66.66657795,410.6689304,27.37789226,6.107419272,41.21255908,0.00363285,0.024003983,1.003895042,1.000004968
66.8726322,410.5964369,27.45766451,6.130966793,41.27647909,0.003632361,0.023986432,1.00389445,0.999997784
67.12844469,410.5041354,27.55650415,6.160495545,41.35588463,0.003632453,0.023970776,1.003884673,0.999997846
67.38463917,410.410208,27.65534378,6.190277176,41.43555519,0.003632972,0.023961768,1.003869961,1.000006058
67.7111632,410.2893836,27.78117141,6.228421599,41.53738949,0.003634186,0.023959311,1.003852367,1.000018093
68.37168379,410.0428643,28.03532105,6.306052404,41.74453346,0.003638476,0.023981522,1.003819447,1.00002497
69.57391028,409.5911369,28.49685701,6.44857456,42.12589307,0.0036513,0.024098922,1.003759449,1.000006284
69.74323803,409.5272463,28.56175622,6.468771659,42.18005653,0.003653611,0.024123245,1.003750926,1.000000664
69.855127,409.4850683,28.60463145,6.482126862,42.21591572,0.003655183,0.024140085,1.003745261,0.999999737
70.5064346,409.2400826,28.85405912,6.560024348,42.42572955,0.003664991,0.024249626,1.003712756,1.000041954
70.87111998,409.1033764,28.99361447,6.6037505,42.54401871,0.003670947,0.024319116,1.003694785,1.000060648
71.48433778,408.8707243,29.22785296,6.677612794,42.69241856,0.003679647,0.024416273,1.003675949,1.000058798
72.36976674,408.5289985,29.56514832,6.785051647,42.81435112,0.00368932,0.024511061,1.003667895,1.000049158
73.05618173,408.2627736,29.82611938,6.868950601,42.90997695,0.003697823,0.024596805,1.003654928,1.000043064
73.74358285,407.9960493,30.08709046,6.953386638,43.00681422,0.003706898,0.024693433,1.003639524,1.000036848
74.94357241,407.5316137,30.541875,7.101616368,43.17851032,0.003724096,0.024885337,1.003615277,1.000022239
76.18996879,407.0513412,31.01322898,7.256634032,43.36043344,0.00374365,0.025113017,1.003590985,0.999996203
78.98305939,405.985612,32.0659857,7.607576807,43.78156261,0.003792218,0.025706965,1.003535696,0.999998057
81.47851302,405.0465053,33.00258695,7.925096391,44.17355183,0.00384014,0.026320739,1.003485905,1.000033734
83.07342945,404.4530384,33.59930095,8.12990213,44.43186605,0.003872462,0.02674599,1.003453976,1.000037716
85.42667179,403.5870988,34.47710262,8.434650662,44.82408729,0.003921774,0.027407921,1.003406815,1.000003151
85.70058425,403.4870272,34.57907396,8.470320653,44.87059452,0.003927633,0.027487557,1.003401289,0.999998799
87.8898207,402.6924584,35.39256796,8.756880044,45.2486887,0.003975057,0.028138063,1.00335721,1.000016821
88.76559635,402.3771524,35.71724789,8.872241549,45.403106,0.003994299,0.028404906,1.003339535,1.000043013
90.03817267,401.9214703,36.18827475,9.040612695,45.63069703,0.004022482,0.028798326,1.00331381,1.000045839
91.58632644,401.3709636,36.76009209,9.246625345,45.91268036,0.004057067,0.029284954,1.00328244,1.000018644
92.31956793,401.1116707,37.03045613,9.344648316,46.04818237,0.004073548,0.02951826,1.003267539,1.000000127
92.55145464,401.0298589,37.11589679,9.375708111,46.09129476,0.004078772,0.029592396,1.003262825,0.999996983
94.67524468,400.2846888,37.89705085,9.661521098,46.49195158,0.004126817,0.030277687,1.003219608,1.000008017
95.26463866,400.0791896,38.11339944,9.741267394,46.60498851,0.004140207,0.030469897,1.003207568,1.000032973
95.88786429,399.8624961,38.34196076,9.82579279,46.72538642,0.004154324,0.030673935,1.003194936,1.000044595
97.4953577,399.3063814,38.93051848,10.04476532,47.04006563,0.004190813,0.0312036,1.003162063,1.000040352
98.41846591,398.9915205,39.26813336,10.17089172,47.24571058,0.004213809,0.031545027,1.003137396,1.000017368
98.58525381,398.943387,39.32993506,10.19298251,47.35791391,0.004224837,0.031726253,1.003112326,1.000007584
98.6949814,398.9131323,39.37072418,10.20733353,47.43207415,0.004231592,0.03184263,1.003098989,1.000000002
98.77323763,398.8920528,39.39985952,10.21750368,47.48507412,0.004236296,0.031923996,1.003093045,0.999994794
98.94030924,398.8477856,39.46212324,10.23912413,47.59840885,0.004246109,0.032093239,1.003082128,0.999996175
99.36535572,398.7380956,39.6207527,10.29379519,47.88757078,0.00426945,0.032498483,1.00305202,1.000035242
99.60045474,398.6790351,39.70861319,10.32385886,48.04797803,0.004281378,0.032707588,1.003034773,1.000052058
100.2220764,398.5259163,39.94109481,10.40311527,48.47317216,0.004310171,0.033218014,1.002988649,1.000048388
100.6588997,398.4207923,40.10459859,10.45863321,48.77284002,0.004328259,0.033542613,1.002956264,1.000019277
100.9071494,398.3617617,40.1975498,10.49014892,48.94341791,0.00433788,0.033716193,1.00293796,1.000005898
101.0663665,398.3241165,40.25717115,10.51035636,49.05291091,0.004343834,0.033823857,1.002926195,1.000004518
101.3571085,398.2557434,40.3660506,10.54725425,49.25302283,0.004354322,0.034013756,1.002904679,1.000007535
101.6826305,398.1797102,40.48796035,10.58856838,49.47732296,0.004365524,0.034216815,1.002880571,1.000007546
101.880616,398.1337119,40.56210781,10.6136999,49.61386858,0.00437208,0.034335706,1.002865901,1.000002635
101.9894198,398.1085059,40.60285553,10.62751311,49.68894639,0.004375608,0.034399677,1.002857839,1.000000373
102.3022355,398.0363032,40.72000362,10.6672372,49.90494562,0.004385491,0.034578703,1.002834673,1.000003425
102.6914266,397.949566,40.86600866,10.71636122,50.17445663,0.004397649,0.034792313,1.002807929,1.000008686
103.1190352,397.8538954,41.02630984,10.77051181,50.47073932,0.004410584,0.03501617,1.002776643,1.000003086
103.2567491,397.8225098,41.07785907,10.78805231,50.56610259,0.004414601,0.03508595,1.00276572,0.999997909
103.6479737,397.7337674,41.22429908,10.83789286,50.83723935,0.004425707,0.035279295,1.002736344,0.999998242
103.6516303,397.7794799,41.23049159,10.83339967,51.07499017,0.00443341,0.035436021,1.002700767,1.000006943
103.5155379,397.8785096,41.18660796,10.80873009,51.31153007,0.004439184,0.035573955,1.002669877,1.000021094
103.3742208,397.9833587,41.1412196,10.78286168,51.55460023,0.004443867,0.035695876,1.002644991,1.000030349
103.2127066,398.1040916,41.0894008,10.75320854,51.83004164,0.004447897,0.035811539,1.002616087,1.000028589
102.9570393,398.2956252,41.00733834,10.70630105,52.26172051,0.004451843,0.035951535,1.002568332,1.000013636
102.8204217,398.3979935,40.96344971,10.68127837,52.49032234,0.004452855,0.036006601,1.002542724,1.000000602
102.7861974,398.4236072,40.95244756,10.67501911,52.54738183,0.004453007,0.036018518,1.002536377,0.999999391
102.5013566,398.6359923,40.86072999,10.62310751,53.019241,0.00445309,0.036094265,1.002483756,1.000024466
102.3748416,398.7297875,40.81989882,10.60016459,53.22712107,0.004452476,0.03611493,1.002460457,1.000042176
101.9804169,399.0197319,40.6921986,10.52911923,53.86876814,0.004448824,0.036141892,1.002387993,1.000050328
101.6195194,399.2880609,40.57546086,10.46407688,54.47693025,0.004443419,0.036123251,1.002318838,1.000026325
101.5894782,399.3767617,40.57247684,10.45171168,54.82538813,0.00444078,0.036103045,1.002283424,1.000015971
101.5586669,399.4669313,40.56932903,10.43918192,55.18992157,0.004438376,0.036082461,1.002241314,1.000002441
101.5498035,399.4927497,40.56841023,10.43560018,55.29575222,0.004437728,0.036076771,1.002228571,0.999997024
101.5047219,399.6237369,40.56369629,10.41744204,55.83483702,0.004434739,0.036049681,1.002166364,0.999999309
101.4858197,399.6784718,40.56169732,10.409861,56.06148592,0.004433643,0.036039316,1.002140639,1.00000544
101.4847173,399.6816609,40.56158036,10.40941937,56.07471114,0.004433582,0.036038724,1.002139125,1.000005869
101.4834476,399.6853338,40.56144562,10.40891075,56.08994221,0.004433511,0.036038043,1.002137345,1.000006324
101.4800372,399.6951974,40.5610835,10.40754486,56.13085023,0.00443332,0.036036221,1.002132552,1.000007315
101.4738426,399.7131074,40.56042494,10.40506482,56.20514922,0.004432983,0.036032944,1.002123963,1.000008293
101.467256,399.7321424,40.55972363,10.40242912,56.28413519,0.004432632,0.036029503,1.002114875,1.000008263
101.4581909,399.7583274,40.55875668,10.39880353,56.39280883,0.004432161,0.036024836,1.002102327,1.000006693
101.4443387,399.7983126,40.55727543,10.39326744,56.55876772,0.004431465,0.036017853,1.002083115,1.000001439
101.4386268,399.8147908,40.55666337,10.39098604,56.6271608,0.004431185,0.03601503,1.002075183,1.000000708
101.4206312,399.8666735,40.55473043,10.38380299,56.8424575,0.00443033,0.036006293,1.002050208,1.000002369
101.3989284,399.9291799,40.55239027,10.37514906,57.10170605,0.004429346,0.035996072,1.00202007,1.000005603
101.3686583,400.016249,40.54911044,10.36309393,57.46248673,0.004428043,0.035982317,1.001978006,1.000000985
101.3624604,400.0340607,40.54843664,10.3606277,57.53623482,0.004427786,0.035979571,1.001969364,0.999998519
101.3213903,400.1519478,40.54395167,10.34430385,58.02397771,0.00442593,0.035961821,1.001912296,0.999999428
101.2512095,400.3528234,40.53620761,10.31648245,58.85351447,0.004422582,0.035932894,1.001814081,1.000004669
101.2294627,400.4149226,40.53378745,10.30787953,59.10949457,0.004421573,0.035924261,1.001783149,1.000002751
101.2156352,400.4543687,40.5322433,10.30241418,59.27202269,0.004420936,0.035918824,1.001763659,0.99999796
101.1618751,400.5824518,40.52367196,10.28377544,59.78445659,0.004418864,0.035901311,1.001701732,0.999999428
100.868988,400.7409527,40.42233434,10.23789969,60.04254244,0.004416315,0.03588432,1.001660723,1.00000313
100.6751086,400.8483534,40.35545151,10.20729836,60.21136225,0.004414457,0.035866835,1.001642991,1.000000469
100.583771,400.8982824,40.32386104,10.19296981,60.29065271,0.00441348,0.035856754,1.001634225,0.999998372
100.3799512,401.0090909,40.25327299,10.1610929,60.4667896,0.004410942,0.035830484,1.001611143,0.999999254
100.0072793,401.2106906,40.1239896,10.10302275,60.78572481,0.004405455,0.035770598,1.001569948,1.00001366
99.74221451,401.3534016,40.03187707,10.06187718,61.01008874,0.004401014,0.035719532,1.001541707,1.000024573
99.04254958,401.7266735,39.78803398,9.953988881,61.59273986,0.004387957,0.035560249,1.001467786,1.000024168
98.59274748,401.9636818,39.63070378,9.885215207,61.96005309,0.004378665,0.035441178,1.001420081,1.000014068
98.21241371,402.1620367,39.49730433,9.82744578,62.2663087,0.004370441,0.035333085,1.001379563,1.000003066
98.09249467,402.224185,39.45517372,9.8093038,62.36205144,0.004367791,0.035297793,1.001366771,1.000002029
97.79564883,402.3772532,39.35074455,9.764540221,62.59737721,0.004361148,0.035208498,1.001335126,1.000003949
97.39827516,402.580483,39.21064465,9.704933271,62.90866781,0.004352095,0.035085129,1.001292635,1.000008469
96.83823838,402.8637882,39.01261956,9.621519962,63.34017218,0.004339099,0.034905265,1.001232319,1.000007324
96.59037956,402.988033,38.92476706,9.584820663,63.5284484,0.004333272,0.034823671,1.001205376,1.000003743
96.74269201,402.9447932,38.98196403,9.604096403,63.56572283,0.00433276,0.034808275,1.001214224,0.999999606
96.9582733,402.8791864,39.06247026,9.631845275,63.60310158,0.004332874,0.03479485,1.001232436,0.999996166
97.18369215,402.8092695,39.14649204,9.661033252,63.64225676,0.004333332,0.034783373,1.001247964,0.999996904
97.48804458,402.7133178,39.25973387,9.700664391,63.69527688,0.004334207,0.034771983,1.001256108,1.000002744
98.15614044,402.4989492,39.50774338,9.788291294,63.81241398,0.004336968,0.034762395,1.001250681,1.000016851
99.08744875,402.1951572,39.85249202,9.911500044,63.97760181,0.004342727,0.03478153,1.001228474,1.00002486
100.8551114,401.6145712,40.50488232,10.14743427,64.29783878,0.004358979,0.034906194,1.001189447,1.000005993
101.1263849,401.5250834,40.60478011,10.18387571,64.34775871,0.004362077,0.034935359,1.001183443,0.999999343
102.1338513,401.1943781,40.97552693,10.31946246,64.53509937,0.004374646,0.035061805,1.001162674,0.999997099
104.447345,400.445706,41.82549083,10.63213754,64.97686684,0.004408714,0.035444921,1.001114459,1.000048456
105.5934969,400.0806728,42.24591727,10.78765621,65.2016861,0.00442801,0.035678639,1.001132551,1.000057812
107.5312021,399.4736025,42.95587668,11.05129953,65.59070321,0.004463068,0.036122227,1.001097087,1.000041027
108.0249383,399.320929,43.13661873,11.11861526,65.69161628,0.004472465,0.036244558,1.001080067,1.000034534
108.0649075,399.3118064,43.15159342,11.12374911,65.7360655,0.004476095,0.036298447,1.001059793,1.000034558
107.753836,399.4142212,43.03841447,11.08071203,65.75303099,0.00447676,0.036318543,1.001032265,1.000038786
107.4426296,399.5177305,42.92523552,11.0376018,65.76989992,0.004476872,0.036337471,1.000988616,1.00004401
107.1313113,399.6222582,42.81205656,10.99442827,65.78666384,0.004476631,0.036355063,1.000937514,1.000047902
106.344356,399.8899107,42.52603502,10.88518401,65.82855767,0.004475274,0.036393609,1.000814853,1.000052429
105.1626458,400.2991546,42.09651822,10.72107576,65.89020058,0.004471943,0.036436123,1.000665283,1.00005328
104.1746998,400.6467425,41.73725411,10.58398761,65.94058788,0.004468293,0.036457907,1.000572673,1.000052018
102.9650512,401.0774449,41.29695967,10.41654487,66.00088096,0.004462949,0.036467939,1.000485682,1.000048413
100.9639324,401.7996279,40.56727048,10.14095285,66.09729078,0.004451899,0.036447223,1.00036725,1.00004694
98.03433659,402.8735874,39.49544487,9.74126532,66.23107932,0.004430901,0.036338645,1.000209338,1.00005069
95.38575268,403.8582627,38.52232437,9.384176648,66.34461518,0.00440725,0.036165153,1.000061461,1.000054596
94.39248201,404.2303971,38.15631049,9.251365278,66.38538966,0.004397285,0.036082442,1.000001765,1.000055716
93.91889079,404.4082468,37.98157396,9.188265589,66.40449005,0.004392341,0.036039837,0.999982625,1.000056159
92.18380787,405.0364243,37.33779992,8.960700513,66.47287214,0.004373646,0.035866297,0.999994723,1.000056805
91.72163999,405.0724985,37.15391388,8.91250541,66.49186361,0.004370239,0.035811024,1.000079584,1.000046558
91.35267046,405.1014726,37.00710133,8.874032256,66.5068786,0.004368296,0.035765642,1.000183696,1.000039802
90.98368241,405.1307643,36.86028879,8.835548976,66.52176501,0.004366337,0.035719297,1.000293734,1.000037718
90.33203766,405.1836192,36.60106195,8.767541854,66.54773726,0.004362151,0.035635045,1.00045784,1.000039669
89.40112918,405.2616945,36.2308531,8.670288128,66.58414494,0.004354587,0.035509253,1.000613234,1.000046701
88.03125975,405.38199,35.68628726,8.52697106,66.63625868,0.004340843,0.035312558,1.000711785,1.000054883
86.40319155,405.5335738,35.03939506,8.356324094,66.69595615,0.004321751,0.035061265,1.00071865,1.000059762
84.50812244,405.7229328,34.28688328,8.157211811,66.7623959,0.004297097,0.034745848,1.000672491,1.000061953
82.09766185,405.9868406,33.33057035,7.903076166,66.84216608,0.004263121,0.034311409,1.000600191,1.000063594
78.63474729,406.4190065,31.95865587,7.53599304,66.94746696,0.004210322,0.033628253,1.000506593,1.000065717
76.21444654,406.7626184,31.00118784,7.278019511,67.01456733,0.004170952,0.033112378,1.000450637,1.000067032
75.42551402,406.8826781,30.68933514,7.193677823,67.03528665,0.004157732,0.032937854,1.00043444,1.000067397
73.84459653,407.1361042,30.06480135,7.024284754,67.07509986,0.00413073,0.032579574,1.000404001,1.0000678
71.99336962,407.4553486,29.33408352,6.825318925,67.11883522,0.004098281,0.032146207,1.000371583,1.000068722
69.23152056,407.9790329,28.2450088,6.527378414,67.17831843,0.004048349,0.031473937,1.000329711,1.000069965
66.48292263,408.5568832,27.16205566,6.229950538,67.23100483,0.003996754,0.030772571,1.000297512,1.00007092
64.84639149,408.9141396,26.51660638,6.0535067,67.26089083,0.003963715,0.030316891,1.00028988,1.000071201
63.52344011,409.222298,25.99520814,5.910491189,67.2831692,0.003936738,0.029942898,1.000287746,1.000071593
62.19977747,409.5482494,25.47380997,5.767114176,67.30379543,0.003909581,0.029564099,1.000280964,1.000071964
59.87220863,410.1641203,24.55743179,5.514521787,67.33605305,0.003861351,0.028887488,1.000242607,1.000072479
57.46889188,410.8572875,23.61151303,5.253413302,67.36403139,0.003810613,0.028175392,1.000177625,1.000072933
56.71432847,411.0869817,23.31452211,5.171433675,67.37171068,0.003794151,0.027949058,1.000155912,1.000073066
55.79516386,411.3744497,22.95270483,5.071609207,67.38037232,0.003773639,0.027671691,1.000133363,1.000073224
54.39307104,411.8292788,22.40065922,4.919463821,67.39212593,0.00374211,0.027245178,1.000097916,1.000073451
52.99154059,412.303801,21.84861361,4.767597653,67.40211365,0.003710331,0.026814819,1.000057043,1.000073661
51.65647372,412.7744376,21.32247189,4.623205415,67.40999215,0.003679804,0.026401257,1.000014408,1.000073848
51.1468741,412.958915,21.12155763,4.568173676,67.41257888,0.003668087,0.026242484,0.999997853,1.000073917
48.89079835,413.8078566,20.23139647,4.3252163,67.42125586,0.003615941,0.02553391,0.999995203,1.000074196
42.0414068,416.7198355,17.51948813,3.596946894,67.42024791,0.003455253,0.023331698,1.000421862,1.00007484
37.50694117,418.9460634,15.71338535,3.12552774,67.39701279,0.003347083,0.021890165,1.000746467,1.000073562
35.44760215,420.0422283,14.88948979,2.91507324,67.38057234,0.003297755,0.021272054,1.000817174,1.00007172
34.36630809,420.6399692,14.45584278,2.80561411,67.37048625,0.003271832,0.020964345,1.000826498,1.000070536
33.53324967,421.1111241,14.12122446,2.721808001,67.36203792,0.003251854,0.020735944,1.000825949,1.000069653
33.48211458,421.1349777,14.10048957,2.716859101,67.36092699,0.003249426,0.020707477,1.000826489,1.000069314
33.46589662,421.1354882,14.09367671,2.715526192,67.35981364,0.003247164,0.020679116,1.00082858,1.000068703
33.44574192,421.1362642,14.08521481,2.713864912,67.35842946,0.003244495,0.020644055,1.000832619,1.000067895
33.42557406,421.1372069,14.0767529,2.712196947,67.35704404,0.003241889,0.020609176,1.000837256,1.000067239
33.38473102,421.1396396,14.05963359,2.708801649,67.35423719,0.003236631,0.020539162,1.000845838,1.00006641
33.29242578,421.1476753,14.02102772,2.701044441,67.34788732,0.003224838,0.020383933,1.000859412,1.00006559
33.1549557,421.1659107,13.96373711,2.689286298,67.33841414,0.003207603,0.020160203,1.000868285,1.000065224
32.94089684,421.2081217,13.87497328,2.670531267,67.32362124,0.003181673,0.019828571,1.000867788,1.000064613
32.47085597,421.3504756,13.68161061,2.627794778,67.29089515,0.003128837,0.019164286,1.000851484,1.000062387
31.93536612,421.5805466,13.4633291,2.57709734,67.25307533,0.003075207,0.018502354,1.00082961,1.000059321
31.39630045,421.8665088,13.24504766,2.524599969,67.21425403,0.003027605,0.017923246,1.000814433,1.000056119
30.60226667,422.3523686,12.92493981,2.445852118,67.15536356,0.002967019,0.017200105,1.000799359,1.000051547
29.59743111,423.0365604,12.52079546,2.345248012,67.07753607,0.002903143,0.016465927,1.00078378,1.000045934
28.49520148,423.8357271,12.07728444,2.235084984,66.9875548,0.00284543,0.015844506,1.000768063,1.000039827
27.39575904,424.6559992,11.63377343,2.126320743,66.89276293,0.002797204,0.015373013,1.000755577,1.000033545
26.364962,425.4330034,11.21652497,2.025770865,66.79105338,0.002755393,0.015007594,1.000747474,1.000026318
25.49592784,426.0896701,10.86355148,1.942194434,66.68547026,0.002719968,0.014732226,1.000743437,1.000017141
24.85500321,426.5761537,10.60255167,1.881233015,66.60514106,0.002696729,0.014574373,1.000740736,1.000015001
24.21554771,427.0624799,10.34155186,1.821010322,66.52300215,0.002675404,0.014446027,1.000739114,1.000024226
23.1895929,427.844147,9.921531593,1.725657186,66.38711177,0.002643975,0.014286219,1.000738962,1.000022694
22.19175812,428.608602,9.511578425,1.63436581,66.25015904,0.002615886,0.014174534,1.000741497,1.000014508
21.22842362,429.3544234,9.114517582,1.547516252,66.11356148,0.002590308,0.014096638,1.000746293,1.000010086
20.84889509,429.6402421,8.957524335,1.513854597,66.04344693,0.002578474,0.014066373,1.000751212,1.000008341
20.4999542,429.9018702,8.812968649,1.483118659,65.97274204,0.002567226,0.014040481,1.000755831,1.00000646
20.15126683,430.1671408,8.668412834,1.452510875,65.90151374,0.002556442,0.014018354,1.000759966,1.000004133
19.69095246,430.5233742,8.477415296,1.412270058,65.80663075,0.002542839,0.013993934,1.000765484,1.000002016
19.27911613,430.8480038,8.306368699,1.376432478,65.72092145,0.002531191,0.013976056,1.000770495,1.000000309
19.07712453,431.0093201,8.222418473,1.358913583,65.67860217,0.002525632,0.013968485,1.000772967,0.999999192
17.69658458,432.1518093,7.647611047,1.240225067,65.38451975,0.002489129,0.013930125,1.000789952,0.999999899
15.05493496,434.5959202,6.542813311,1.018072643,64.79917598,0.00242319,0.01389641,1.000822796,1.000007729
13.83042685,435.8847814,6.028472587,0.91734277,64.51791014,0.002393761,0.013893577,1.000838402,1.000002296
13.56294618,436.1826298,5.915921533,0.895540284,64.45565854,0.002387326,0.013893274,1.000841707,0.999999085
12.19946241,437.806565,5.341004733,0.78560119,64.13402487,0.002354393,0.013892048,1.00085798,0.999999832
9.339520569,441.927048,4.127386755,0.562783131,63.43677,0.002284733,0.013890605,1.000888491,1.000017429
8.351285919,443.6379711,3.704947541,0.488893185,63.18847878,0.002260444,0.01389035,1.000898528,1.000016253
7.137742415,445.9996526,3.183430638,0.40093849,62.87869059,0.002230525,0.013890202,1.000908952,1.000003213
6.984187756,446.3219353,3.117196196,0.390055169,62.83909583,0.002226731,0.013890195,1.000910274,1.00000009
6.899354039,446.5024659,3.080578591,0.384068012,62.81718537,0.002224634,0.013890198,1.000910965,1.00000059
6.553504188,447.257444,2.931103532,0.359853081,62.7275932,0.00221608,0.013890186,1.000913696,1.000008352
6.242171297,447.9646046,2.796271797,0.338330953,62.64657404,0.002208372,0.013890175,1.000916064,1.000018166
5.739673184,449.1661869,2.578067118,0.304179704,62.51507607,0.002195918,0.013890157,1.00091972,1.000023152
4.714541264,451.8892904,2.130450706,0.236982298,62.24406612,0.002170474,0.013890128,1.000926536,1.000015438
4.308589462,453.0904862,1.952180894,0.211389979,62.13569116,0.002160395,0.013890119,1.000929152,1.000006059
4.109481194,453.7103318,1.864514076,0.199068732,62.08232122,0.002155452,0.013890115,1.000930352,1.000000599
4.01474049,454.013042,1.822744543,0.193261644,62.05687716,0.002153101,0.013890123,1.000930914,1.000001453
3.78848721,454.7577785,1.722844027,0.179543424,61.99598632,0.002147485,0.013890124,1.000932247,1.000011147
3.489489537,455.7938634,1.590487917,0.161751469,61.91524172,0.002140068,0.013890119,1.000933984,1.00002236
2.826763433,458.3491404,1.29564459,0.123797157,61.7351597,0.002123647,0.013890102,1.000937742,1.000027214
1.903233879,462.8080552,0.88083197,0.074856192,61.48158728,0.002100834,0.013890075,1.000943024,1.000016253
1.815617076,463.3171009,0.84120644,0.070485165,61.4545268,0.002098479,0.013890069,1.00094385,1.000013591
1.745727593,463.7436835,0.809570144,0.067026443,61.4274801,0.002096234,0.01389006,1.000944824,1.000010651
1.705711129,463.9938738,0.791439514,0.065062875,61.41198756,0.002094965,0.013890055,1.000945257,1.000008945
1.665723324,464.2484439,0.773309461,0.063113131,61.39650079,0.002093701,0.013890051,1.000945623,1.000007239
1.610255919,464.6095423,0.748140265,0.060429524,61.37501098,0.002091962,0.013890045,1.000946135,1.000004832
1.488665603,465.4367093,0.692879619,0.054634163,61.32786897,0.0020882,0.013890035,1.000947272,0.999999314
0.800346901,471.5861704,0.37743253,0.024450855,61.06000895,0.002067901,0.013890005,1.000953488,0.999999679
0.389969831,478.1383329,0.186459525,0.009362748,60.89897006,0.002056506,0.013889998,1.00095716,1.000012777
0.184091852,484.6374853,0.089217812,0.003229176,60.8173591,0.002050911,0.013889997,1.000958937,1.000020744
